"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale"
"1499","Temperature","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","False","True","True","True","False","False","True","False","True","False","Fahrenheit"
"1500","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"1501","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","True","True","False","Fahrenheit"
"1502","High tide","Lower","32°","Stratus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","False","True","True","False","False","False","False","False","False","True","Fahrenheit"
"1503","Atmospheric pressure","Higher","0°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","False","False","True","False","True","True","False","False","Fahrenheit"
"1504","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","False","False","False","False","Fahrenheit"
"1505","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","True","False","Fahrenheit"
"1507","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","True","False","Fahrenheit"
"1508","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"1509","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The average weather over an extended period of time","True","True","True","True","False","False","True","False","False","True","Celsius"
"1510","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","False","False","True","Fahrenheit"
"1511","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","False","True","Fahrenheit"
"1512","Atmospheric pressure","Lower","32°","Stratus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The temperature of the air","True","True","True","False","False","True","True","True","True","False","Fahrenheit"
"1513","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"1515","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","True","True","False","True","Fahrenheit"
"1516","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit"
"1518","Atmospheric pressure","Higher","34°","Cumulonimbus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Evaporation","Land heats up and cools down quicker than oceans","Calm weather","The temperature of the air","True","False","False","True","False","False","False","True","True","False","Celsius"
"1519","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit"
"1520","Temperature","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","False","True","True","False","True","True","False","False","False","False","Fahrenheit"
"1521","Atmospheric pressure","Higher","32°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans and land heat up and cool down at the same speed","Calm weather","The amount of rain an area receives","True","False","True","False","False","True","False","False","True","False","Fahrenheit"
"1522","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","False","True","False","Fahrenheit"
"1523","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit"
"1524","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","False","False","Fahrenheit"
"1525","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","True","True","Fahrenheit"
"1528","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","False","False","False","False","False","Fahrenheit"
"1529","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"1530","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit"
"1531","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"1532","Atmospheric pressure","Higher","32°","Cirrus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","False","False","True","Fahrenheit"
"1533","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","False","True","True","True","True","Fahrenheit"
"1534","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit"
"1535","Atmospheric pressure","Higher","32°","Cirrus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"1536","Temperature","Lower","32°","Stratus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Snowy weather","The temperature of the air","False","True","True","False","False","True","True","True","False","False","Celsius"
"1537","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit"
"1538","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","False","True","False","False","False","Fahrenheit"
"1539","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","False","False","True","True","False","True","Celsius"
"1540","Temperature","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","False","True","True","False","True","True","False","False","True","False","Fahrenheit"
"1541","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","False","True","False","Fahrenheit"
"1543","Atmospheric pressure","Higher","0°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Stormy weather","The average weather over an extended period of time","True","False","False","True","False","True","True","False","False","True","Fahrenheit"
"1545","Temperature","Higher","100°","Stratus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Heat density","Oceans heat up and cool down quicker than land","Stormy weather","The temperature of the air","False","False","False","False","True","False","False","False","False","False","Fahrenheit"
"1546","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","False","True","Fahrenheit"
"1547","Atmospheric pressure","Higher","32°","Stratus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","True","True","False","True","False","Fahrenheit"
"1548","Atmospheric pressure","Higher","34°","Cumulus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","False","False","False","True","True","False","False","False","Fahrenheit"
"1549","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","False","False","False","Fahrenheit"
"1550","Atmospheric pressure","Lower","32°","Cirrus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","False","True","False","True","True","Fahrenheit"
"1551","Atmospheric pressure","Higher","32°","Stratus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The temperature of the air","True","False","True","False","False","True","True","False","True","False","Fahrenheit"
"1552","Atmospheric pressure","Higher","32°","Cirrus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","False","False","True","True","False","True","Fahrenheit"
"1555","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","False","True","Celsius"
"1556","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","True","True","True","True","True","Fahrenheit"
"1557","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","True","False","False","True","Fahrenheit"
"1558","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Celsius"
"1560","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit"
"1561","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Evaporation","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","False","True","True","False","Fahrenheit"
"1562","High tide","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Evaporation","Land absorbs and stores more heat energy than oceans","Snowy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","True","True","False","False","False","False","Fahrenheit"
"1564","Rainfall","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","False","False","True","True","True","False","True","False","False","True","Fahrenheit"
"1565","Temperature","Higher","32°","Cirrus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Evaporation","Oceans and land heat up and cool down at the same speed","Stormy weather","The temperature of the air","False","False","True","False","False","True","False","False","False","False","Fahrenheit"
"1567","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit"
"1568","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","False","True","False","True","False","Fahrenheit"
"1569","Temperature","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Condensation","Land absorbs and stores more heat energy than oceans","Calm weather","The temperature of the air","False","False","True","True","True","False","False","False","True","False","Fahrenheit"
"1570","Temperature","Lower","32°","Cumulonimbus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","False","True","True","True","False","True","True","True","False","True","Fahrenheit"
"1571","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","False","True","Celsius"
"1572","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The temperature of the air","True","False","True","False","True","False","True","False","False","False","Celsius"
"1573","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Fahrenheit"
"1574","Temperature","Higher","32°","Cirrus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","False","False","False","True","True","False","True","Fahrenheit"
"1575","High tide","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Evaporation","Land heats up and cools down quicker than oceans","Snowy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","False","False","False","True","False","False","Fahrenheit"
"1576","Atmospheric pressure","Higher","32°","Cumulonimbus","Fall in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","False","True","False","False","False","Fahrenheit"
"1577","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"1580","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Celsius"
"1581","High tide","Higher","32°","Cirrus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Evaporation","Oceans and land heat up and cool down at the same speed","Snowy weather","The amount of rain an area receives","False","False","True","False","True","False","False","False","False","False","Fahrenheit"
"1583","Atmospheric pressure","Lower","32°","Cumulonimbus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","True","False","False","Fahrenheit"
"1584","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The temperature of the air","True","True","True","True","False","False","True","False","True","False","Fahrenheit"
"1585","Temperature","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Snowy weather","The condition of the atmosphere at a certain place and time","False","False","True","False","True","True","True","False","False","False","Fahrenheit"
"1586","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","False","True","False","Fahrenheit"
"1587","Atmospheric pressure","Higher","32°","Cumulus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Evaporation","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","False","False","False","False","False","Celsius"
"1589","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"1590","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","True","True","False","Fahrenheit"
"1591","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","True","True","False","Fahrenheit"
"1592","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The temperature of the air","True","True","True","True","True","False","True","False","True","False","Fahrenheit"
"1593","Atmospheric pressure","Higher","32°","Cumulus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Oceans and land heat up and cool down at the same speed","Calm weather","The amount of rain an area receives","True","False","True","False","False","False","False","False","True","False","Celsius"
"1594","Atmospheric pressure","Higher","32°","Cumulonimbus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","False","False","False","False","False","True","Fahrenheit"
"1595","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Evaporation","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","True","False","True","False","False","Fahrenheit"
"1596","Atmospheric pressure","Higher","34°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","False","False","False","True","True","False","False","True","Fahrenheit"
"1597","Temperature","Higher","0°","Cumulus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Heat density","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","False","False","False","False","False","False","False","False","Celsius"
"1598","Temperature","Higher","34°","Cumulonimbus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","False","False","False","True","False","True","False","False","True","True","Fahrenheit"
"1599","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","False","True","False","False","Fahrenheit"
"1600","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","True","True","False","Fahrenheit"
"1602","Atmospheric pressure","Lower","32°","Cirrus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","False","True","False","False","False","False","Fahrenheit"
"1603","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","False","False","True","Fahrenheit"
"1604","Atmospheric pressure","Lower","32°","Cirrus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The temperature of the air","True","True","True","False","True","False","True","False","False","False","Fahrenheit"
"1605","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","False","True","True","False","True","True","False","True","True","Fahrenheit"
"1606","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","False","True","Fahrenheit"
"1607","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","False","True","False","Fahrenheit"
"1608","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","True","False","False","Fahrenheit"
"1609","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit"
"1610","Atmospheric pressure","Higher","32°","Cumulonimbus","Spring in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","True","True","True","False","False","Fahrenheit"
"1611","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","False","False","False","True","Fahrenheit"
"1614","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Celsius"
"1615","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","False","False","False","Fahrenheit"
"1617","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit"
"1619","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"1623","Atmospheric pressure","Higher","32°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","False","True","True","False","False","True","Fahrenheit"
"1624","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit"
"1625","Temperature","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Snowy weather","The temperature of the air","False","False","True","True","False","True","True","False","False","False","Fahrenheit"
"1626","Temperature","Lower","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","True","True","False","True","False","True","True","False","False","Fahrenheit"
"1627","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit"
"1628","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Celsius"
