"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale","workerId_hash"
"1287","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit","5ba93d076996f49260b8d3f43b94a30a7ca0dfda83a29bd8d703ae06ac1d80b4"
"1288","Rainfall","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","True","True","False","True","False","False","True","Fahrenheit","ef63c1be11d2ecc3ed4c21c79455d319a75d997488fe399cc9daf1182664e855"
"1289","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","False","True","False","False","False","Fahrenheit","631ddb78afc2fffb728ff16634e0b8b48646ad3bf4f69740c102a2c245f9656f"
"1290","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","True","False","True","True","False","True","True","False","True","True","Fahrenheit","f3f0ba26c996cb0ebf1e1ebcc4baa77c06eec9f738924ac1095c842d6a24a82a"
"1291","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","False","True","False","False","False","Fahrenheit","b349f2695c71997aaf682b7685009e32bc475beefeec8bf1b588163c433cffab"
"1292","High tide","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","False","True","True","True","True","False","True","False","True","False","Fahrenheit","7804d714d9c13cbc45f2041a171565fabb45f1d0e8051ce28b6ce554a180d4d4"
"1293","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Celsius","78f2853afbc1228fe6ad2c190a9b912b569fff23e83429cd0ae6a9723427f893"
"1294","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit","66dcad5de067c4d41009eb8b962f850506df372ed4ea734da8e87db9fb6cc5da"
"1295","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","False","True","Fahrenheit","7f01161e91b11f12efa3d36372571b90635d0699d82b6842ad4bee7ef16dafa4"
"1296","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit","56b7b7a2eae6e4c3e1a1e2165efd6cd16cd8c0758dadf355bb631cf4f09d9e11"
"1297","Rainfall","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","True","True","True","True","True","False","True","Fahrenheit","aaa59d1cad71bacf0bdc86deb577007f7c04816c44c277d365c624bbd4bc0ce0"
"1298","Atmospheric pressure","Higher","0°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","False","True","True","False","True","True","False","True","Fahrenheit","1b2442ece8fd34cfa90f968c7e138219ac25507b178f7f9ffc77733bc2c2ef20"
"1300","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","False","True","Fahrenheit","216242589899451265b5a35f0d2ac6e94c8216578bc0db1afa7a4c1ede80c1b9"
"1301","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","True","True","True","False","False","Fahrenheit","c0c7482cff5dffc42a39d44707bc97f29acbf9fffba50f751fc8abd7b26dd254"
"1302","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","False","False","Celsius","b183303613290cecaf5df8a6c6d40f86def9a695e1c361857ac3a1d22f4f02e0"
"1303","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","True","True","Fahrenheit","3998304a839387f8101766645ac2703d09af821a3a4515095101a2b539934273"
"1304","Temperature","Lower","0°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","False","True","False","True","True","False","True","False","True","True","Celsius","33940e91e061e901535990c3832b41da8a083d9c7c7dff89f709b5f4f8784587"
"1305","Atmospheric pressure","Lower","32°","Cumulonimbus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","True","True","False","False","False","Fahrenheit","41dfcf3daae7bc46c6d2cc1214672b238a1338dcb5d4031b3a865844853c1491"
"1306","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","False","True","False","Fahrenheit","55d211774e4fee766ab5196934b0453db2e41606237761d7666cb6fef14d0351"
"1307","Temperature","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The condition of the atmosphere at a certain place and time","False","False","True","True","True","False","True","False","True","False","Fahrenheit","692481c7e26613eaffd6e6a3a0abeddafc46f1f165754d83fb38b3f92a9c3370"
"1308","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The temperature of the air","True","False","True","True","True","False","True","False","False","False","Fahrenheit","78a523d4c256603723b1bb0eacf336cb059bf4d9c65bce0c1de3e6d7c41639e7"
"1309","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","True","False","True","Fahrenheit","d2a3060db73b3e3f2783d225cc066b161b41aa1fb6bda73e2dc2568d2142fbd1"
"1310","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","4998f1e036caaf59128a4c42afc853e8eec8c5671b6874bda1e7a6a6db234d10"
"1312","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","False","True","Fahrenheit","54d5e9b731c21294788ceae3dc9ec64270f03db7d816e84a144d7041947f40bb"
"1313","Temperature","Higher","32°","Cumulus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","False","False","True","True","True","False","True","Fahrenheit","06cd231af05f3e96f4b81fae9d201089306b0f1186bc3630d1f801c491dff6d4"
"1314","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","True","False","Fahrenheit","e45d3d418c7234090d0d61fbc021ad6f2e37e876bce78ee758981f941fe894c4"
"1315","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","True","False","True","True","False","False","True","False","True","True","Fahrenheit","2dde8842c74aa6aa50eec40ce51ead40937c8408f5251998e2e7d3a262dc848c"
"1316","Rainfall","Lower","0°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The temperature of the air","False","True","False","False","True","False","True","False","True","False","Fahrenheit","cb32b944e8269c469a24f54f5cd324376f56869eb8639e8c8f381f56b3ba0bd2"
"1317","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","True","False","False","Fahrenheit","35d4b7559743278920b8e61b15addac723a396cd40c40d0269774ea0b87823e7"
"1318","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","False","True","Fahrenheit","ad090eba5d126853b735bb105bff63221f2d19b4452da85812f9d9764bccea14"
"1319","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","06d52fd8f47bdba0fdbe934a0a13b8345b6cafdee015e57aeb7e9f66ad7b5e9b"
"1320","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","True","False","Fahrenheit","aa5538a22723ff552aaebbeb37a848a47d89363de82a183ae3a7e45a5b6c8c9f"
"1321","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Condensation","Oceans and land heat up and cool down at the same speed","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","False","False","False","True","Fahrenheit","381c904abe256c372fb6cd69148bcbc716b56350bcf799b95cd95c6627b28c00"
"1322","Temperature","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","False","False","True","True","True","True","True","False","True","False","Fahrenheit","b0850380385ef418684fd0b3e203c6581a315c438662ad628497ffd8db5bba35"
"1323","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","True","True","True","True","True","Fahrenheit","ac63a3d705a9372d5bbb1aec11ec0de688438761fd993941fbadb57a17ce60bd"
"1324","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","True","False","True","Fahrenheit","af02d4730b58fd2a5901d17d02c0d9946908ac1ed20e90d806e10260e6b44e99"
"1325","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","False","False","False","False","Fahrenheit","27eaf7b07fccb4e1d3d9d1cc4f45974f3c55a28097f1159a3b46d0decddf396c"
"1326","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","False","True","False","True","True","Fahrenheit","07c79e8e3a7dbcc3ff3b9e7e7b754be07d447831cb5a5fd9fb44c4468a2a66dd"
"1327","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","False","False","True","Fahrenheit","07686a0b3454f484b7959b609cee1d3412f1babd65d3af9a390f8fc6fe6ff313"
"1328","Temperature","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","True","False","True","False","False","False","Fahrenheit","c3d4f55dee6004bfccab68cc1f6cc5411203ac8d052efc75b8d2420fe3eebb2b"
"1329","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","False","True","True","False","False","True","Fahrenheit","f0dd87c56b4b2c90425e05f20ff5bc11031cffb9786db1804fe10ed233cdec37"
"1331","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","True","True","True","True","False","Celsius","966fe2426c489b8c99680bf33f08d9512f30fd043ce7572e4b01645819c4fb9e"
"1332","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","False","False","False","Fahrenheit","beeb8d570d6cb66604c2acb098c9a77becc50c34df3b9282279fbf3fe0308fff"
"1333","Rainfall","Higher","32°","Cumulus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The temperature of the air","False","False","True","False","False","False","True","True","False","False","Fahrenheit","5dbeb3c12435096b8ce0e5824cddc9679af0642ba10f8c0294ce692e60614896"
"1334","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","False","True","False","Fahrenheit","7ecbe13bef53e6f7afc8c4af389e8c480929f1ff5ce0c52b7f580f377a0aaa39"
"1335","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","False","False","True","Fahrenheit","d2e2b5b8fd6a082ee25b5fb8abd520a2f32baeecf13300c7962863448db391b9"
"1336","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","False","False","True","False","True","True","Fahrenheit","41b0eaf18f435376e29e79bd659e073f408450b9c855b58040d9dee71c19240a"
"1337","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","False","False","True","False","True","False","Fahrenheit","726cb411bd35913ea237ea94ea21ca32b83c5f9ec14daf100aad3355e0798d1d"
"1338","Temperature","Higher","32°","Cumulonimbus","Spring in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","False","False","True","True","False","False","True","True","True","True","Fahrenheit","59e9a16ed3c3b31928096f7bd1a4f3fe90d22b9e8decfb87bd28a8ff7e0cae04"
"1339","Atmospheric pressure","Lower","32°","Cirrus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit","06ebe6c9789cdc49bd41c95a3c2e937f27ae59ec21dccc95d8d3af4ef20d60eb"
"1340","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","5b5b1cf70ea2e9d4bcde1d151b4116316a18a15f60e973d2a3dea2e19d1e1666"
"1341","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","False","False","Celsius","a4514168c487cd6bfd81926c3bcc1932eaca7d6036fd84222740794d2b385ac5"
"1342","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","True","True","Fahrenheit","ab2a658e77e01d5e9d58a60aa9719ec33d8ee134cd225b07d007d1b33a663b79"
"1343","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit","d65a08741c9de90e876d3692a44c1d9c45f5f897fa36c377abf399ea00472664"
"1344","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit","45b189e0594ef2a41076cc4e1d85d8ac969d70a8675ca7531f0935e915719390"
"1345","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","True","False","Fahrenheit","7134d72438e13e4cab6c1fe4dc2d071b152e2985a6de17cf7d6a26508bc764a5"
"1346","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit","23aedef92427016d408c854b8988fe6e507a5e76b61d31393e395bff02e72ea4"
"1347","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit","2620c6a0626a65009f547d551b69786f3d421473a91d9d88ba2903263fb32242"
"1348","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","f8026e8d166ca3616951a48721925b4e0e6f8cdb134831f919cfa1f2ed717efc"
"1349","Atmospheric pressure","Lower","32°","Cirrus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","False","True","False","Fahrenheit","9e45c985ad5c1d18fef6ee4bdee2fbd88a7e9011dd1a5a10e697aff74382f713"
"1350","Atmospheric pressure","Lower","32°","Stratus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Condensation","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","False","True","False","True","False","False","Fahrenheit","7ba3b5c5fbc615148f0d01446e520508549453c9ec553edda40813805b404da9"
"1351","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","True","True","True","False","False","Fahrenheit","313c19f6098e6ddebd856c07fef529b901744b21b0318052545760be79880897"
"1352","Atmospheric pressure","Higher","32°","Cumulus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","False","True","False","False","False","Fahrenheit","9dc7219be3791ae769253a61df389cc96c495134409ef07cf958040bcbaf3f7d"
"1353","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","False","True","False","Fahrenheit","517e166f111a8a788569da1d78be7b5de879031d483f9afe88bbf92e447857d9"
"1354","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Snowy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit","2e1932135e1f1420c6db344136d69da48d787df232b0bfaca60185cf29286915"
"1355","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","False","True","Fahrenheit","b1ae2623b2115186bf9e7d59e18b1429530a92ec0d4f10e32d5f92f028b83d14"
"1356","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","False","False","True","Fahrenheit","d79cee54b00d241e322260dd2c0a7595cd234ad0d5cd0f507236e976113c3c9e"
"1357","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","False","True","Fahrenheit","fedb021d28d91d6c46ba6c6fb895b24e4c6b1a6141c0d3a7bdeb1cbc27c5f509"
"1358","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Snowy weather","The average weather over an extended period of time","True","True","True","True","False","False","True","False","False","True","Fahrenheit","8d7ec7116728ea69e7eed686aabfa01ebbf766b503f09096bbe4e5b7d9524561"
"1359","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","38f70ee02d1df189358a218e9165f8262c2f003e8b28dccab8b52d360e7e90a3"
"1360","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","True","False","False","Celsius","42cf1c5666b841ca201d4fa95df5addc571ff5c51b02dbe51261e224c58614d2"
"1362","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","False","True","True","True","True","Celsius","df6f85b205787b4c9bbb5d0772d73775fe757217da61cf6291b62425d511b6f3"
"1363","Temperature","Higher","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","True","False","True","False","True","False","False","False","Fahrenheit","77958e7c51c6e210a06393168642c89d9d6b5cdabe0651f452db8c6afc31969e"
"1364","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","7127d244e231673702e7c8f9d7a271706f8974c2e6f39a1658bd23b597c0dd84"
"1365","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","False","False","Fahrenheit","494721509e08206011881001ece8db0ff547e4774a29d461f2ee05884c8a300a"
"1366","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","False","False","False","Fahrenheit","fc80253c7f409b3aec19082f3662e92ad211773ebdcad6c944498dcb0462a7c0"
"1367","Atmospheric pressure","Higher","0°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","False","False","True","True","True","False","False","False","Fahrenheit","b769fd808d7b3393283a09a4cb4677046eb1b23f72d982daf1b7d4dbeec08765"
"1368","Atmospheric pressure","Lower","32°","Cumulus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","False","False","True","True","False","False","Fahrenheit","d9ea5826a77b85165e9ab92b92b302d2393a9aba2bd8a2e1f1063a744ca32f08"
"1369","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","True","False","True","True","False","False","True","False","True","True","Fahrenheit","fff2465841e709dbac09a3fd3e0ba42a0bdf9523d2027102af3c79db5a1002dc"
